mix_scale,jitter_scale,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,sigma_eps,sigma_noise,eta,inv_eta
1e-06,0.0001,6,0.8923691079379702,0.8654992319071717,0.30318794217814604,568.1119299861815,0.24347342192777433,1.9639996086472373,0.03221583044000441,1.7500000000000002e-06,0.0002,0.0002000076561034602,161.07298624278545,0.006208365681460075
1e-06,0.0001,7,0.8544758990053558,0.8177474956647569,0.4188843219047162,566.2027543993879,0.2569864864635747,2.013819247594231,0.030456911210983446,1.7500000000000002e-06,0.0002,0.0002000076561034602,152.27872674648344,0.006566905446121961
1e-06,0.0001,8,0.8934929404542664,0.867064408641076,0.3004248583661511,567.8508287292817,0.2690410597715527,2.052017548863482,0.033117832575106886,1.7500000000000002e-06,0.0002,0.0002000076561034602,165.58282427936484,0.006039273725110759
1e-06,0.0001,9,0.8762526571515336,0.8466959647655952,0.3498798088222864,561.8259945338597,0.2417498151480686,1.9637440587097528,0.0303337992377403,1.7500000000000002e-06,0.0002,0.0002000076561034602,151.6631904433158,0.006593557718764662
1e-06,0.0001,10,0.8867172818161317,0.8554509320869224,0.328524787144068,556.3033150417199,0.23960733535932377,1.950626309054698,0.03167221134131593,1.7500000000000002e-06,0.0002,0.0002000076561034602,158.3549947954617,0.0063149255335560725
1e-06,0.0001,11,0.8995367909484395,0.8727605181896178,0.2842194123732012,561.953755030754,0.2618396593898069,2.0345242555395764,0.0318855967119964,1.7500000000000002e-06,0.0002,0.0002000076561034602,159.42188080791558,0.006272664673959537
1e-06,0.0001,12,0.8814630842176564,0.8483493776359146,0.3477166268952005,556.9720027094152,0.2442369935743045,1.9665312686687586,0.03070034333982738,1.7500000000000002e-06,0.0002,0.0002000076561034602,153.49584079894757,0.00651483450492853
1e-06,0.0001,13,0.8660095487448021,0.8335206186198125,0.3846908700866051,569.8587709841368,0.22925822852994315,1.9036923898330023,0.03013299529071179,1.7500000000000002e-06,0.0002,0.0002000076561034602,150.65920914109688,0.006637496676777786
1e-06,0.0001,14,0.8406138418293702,0.8023680956131498,0.4560293275633309,562.2094507331155,0.24801489687524736,1.9747211896373287,0.030947965740692744,1.7500000000000002e-06,0.0002,0.0002000076561034602,154.73390540952064,0.006462707687454716
1e-06,0.0001,15,0.8718537219799556,0.8371336348329672,0.37235018544738546,566.1595134266697,0.24895485476008616,1.990364701631861,0.03379816826058822,1.7500000000000002e-06,0.0002,0.0002000076561034602,168.98437249374626,0.005917706976347815
