p_s,shape,rep,stake_top1_hit,stake_top_jaccard,stake_confidence,bandwidth_overhead,latency,latency_overhead,eta,inv_eta,sigma_d,sigma_Z,sigma_eps,sigma_noise
0.01,3.0,46,0.0,0.03278981768145854,0.017,295.65398123957374,,,,,,,,
0.01,3.0,47,0.0,0.021754385964912276,0.01772,296.1329092285671,,,,,,,,
0.01,3.0,48,0.08,0.029707602339181287,0.015960000000000002,295.6941327321345,,,,,,,,
0.01,3.0,49,0.24,0.07343309253525972,0.015560000000000001,296.21444174392286,,,,,,,,
0.01,3.0,50,0.2,0.04565531475748195,0.017400000000000002,294.9831800848899,,,,,,,,
0.01,3.0,51,0.24,0.10414860681114549,0.016560000000000002,296.6666982718747,,,,,,,,
0.01,3.0,52,0.04,0.025964912280701757,0.01464,296.2935508870295,,,,,,,,
0.01,3.0,53,0.0,0.01286549707602339,0.015960000000000002,294.9332656654183,,,,,,,,
0.01,3.0,54,0.0,0.02783625730994152,0.017200000000000003,295.6881314155461,,,,,,,,
0.01,3.0,55,0.64,0.09896112831097352,0.015960000000000002,297.1145758658819,,,,,,,,
0.01,3.0,56,0.12,0.032280701754385965,0.01544,295.9014547527401,,,,,,,,
0.01,3.0,57,0.08,0.055287237702098375,0.016640000000000002,296.5489797291832,,,,,,,,
0.01,3.0,58,0.12,0.08294805641554868,0.01564,296.57665243698926,,,,,,,,
0.01,3.0,59,0.0,0.01964912280701754,0.0172,296.58545819755267,,,,,,,,
0.01,3.0,60,0.0,0.0191812865497076,0.0164,296.0740213549705,,,,,,,,
0.01,3.0,61,0.04,0.03485380116959064,0.018080000000000002,295.44097189281683,,,,,,,,
0.01,3.0,62,0.0,0.039064327485380114,0.0154,295.45308959196865,,,,,,,,
0.01,3.0,63,0.04,0.01894736842105263,0.017400000000000002,295.7031195299764,,,,,,,,
0.01,3.0,64,0.12,0.038830409356725146,0.01776,296.81702337332496,,,,,,,,
