p_s,width,attack,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,sigma_eps,sigma_noise,eta,inv_eta
0.1,1,mixnet_attribution_oracle,8,0.1055972749090346,0.09982050962208996,3.392650171486768,301.69869164666716,1.8103671098069753,11.194906769589318,0.025207736381292097,0.875,0.0,0.875,0.02880884157861954,34.71156579729153
0.1,1,mixnet_attribution_oracle,9,0.09803628761293214,0.09988345793507568,3.391817700413363,291.1276039722243,1.8562461004476063,11.618416633393123,0.03189999106057637,0.875,0.0,0.875,0.03645713264065871,27.4294747712757
0.1,1,mixnet_attribution_oracle,10,0.10483499616270146,0.10035240247491015,3.3851213730689516,299.4462010744436,1.8454197130631655,11.531006047660865,0.03139462304141302,0.875,0.0,0.875,0.03587956919018631,27.871014690820687
0.1,1,mixnet_attribution_oracle,11,0.10854133272269292,0.10027751622709599,3.3859554533786773,297.83382947866573,1.8872405989386607,11.645200154423605,0.03165603421190614,0.875,0.0,0.875,0.03617832481360701,27.64085969021679
0.1,1,mixnet_attribution_oracle,12,0.11006289308176101,0.0995817958498046,3.394222319604291,299.0878202178248,1.8308202340558637,11.518409845702568,0.02477167251878961,0.875,0.0,0.875,0.028310482878616698,35.322604855861144
0.1,1,mixnet_attribution_oracle,13,0.09647217436896113,0.1000813333244589,3.3884678097156056,292.2914388435323,1.8711004110518843,11.790214352876152,0.02984636137231026,0.875,0.0,0.875,0.0341101272826403,29.31680646377802
0.1,1,mixnet_attribution_oracle,14,0.10060952667619837,0.09986425102004276,3.3918555201748117,293.5456392505079,1.858513228886295,11.474435704653965,0.02899546768721187,0.875,0.0,0.875,0.03313767735681357,30.177130075605195
0.1,1,mixnet_attribution_oracle,15,0.10497237569060773,0.10005359097823983,3.3908289787454313,299.301949048496,1.8392896606528666,10.900284897189563,0.030281697604957535,0.875,0.0,0.875,0.03460765440566575,28.895341714816883
0.1,1,mixnet_attribution_oracle,16,0.11065328139047048,0.10030501568534443,3.3875400360238097,292.16084806712615,1.8571670690726023,11.976229552639714,0.02514037795090647,0.875,0.0,0.875,0.02873186051532168,34.80456824112506
0.1,1,mixnet_attribution_oracle,17,0.11606532472464869,0.09932074087874804,3.398920399371049,296.2137485757691,1.8161690319830086,11.632138320587092,0.027455793231185677,0.875,0.0,0.875,0.03137804940706935,31.869412500023156
0.1,1,mixnet_attribution_oracle,18,0.09416435688066521,0.09989846803067462,3.3905858957032495,292.15641621095216,1.8641979345993605,11.810645158316659,0.02776975012694778,0.875,0.0,0.875,0.031736857287940325,31.509105987630026
0.1,1,mixnet_attribution_oracle,19,0.108329540282203,0.10028624134444668,3.384316825470488,295.8512365346685,1.8624562632176094,11.912647896418083,0.028021704417747848,0.875,0.0,0.875,0.03202480504885468,31.225795082108185
