entry_assignment,width,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,eta,inv_eta
split,1,13,0.9518308795771989,0.9371294653769031,0.14212259335494182,558.7349943374859,0.18908649461809546,1.7596462338819134,0.028817294911647175,0.00017500000000000003,164.67025663798384,0.006072742099372753
split,1,14,0.9502724795640327,0.935157405063412,0.14606062741495368,560.1280653950954,0.21245989250019193,1.8492473258511384,0.030629883448222275,0.00017500000000000003,175.02790541841298,0.005713374662225717
split,1,15,0.9490130325432513,0.9339212969728107,0.1478829189773865,564.0058684551483,0.2619973953696899,2.024575042502831,0.029973546666814663,0.00017500000000000003,171.27740952465518,0.0058384815766147555
split,1,16,0.9582495747641874,0.9443514265317302,0.12742491164747816,572.1458172259162,0.22776629441068508,1.9032216967754034,0.03239195533889449,0.00017500000000000003,185.09688765082564,0.005402575984348484
split,1,17,0.9498880395336268,0.9371016570317638,0.1420375233419199,571.3961084086171,0.23755247369990684,1.9470463298620608,0.031005034476570693,0.00017500000000000003,177.17162558040394,0.00564424465104984
split,1,18,0.9462851021501263,0.9301780262564433,0.15590058349587507,566.2460019894406,0.24733379360986874,1.9959776685768538,0.02989401534602971,0.00017500000000000003,170.82294483445546,0.00585401452345351
split,1,19,0.9445583656109972,0.9293233463341559,0.1585391814091768,562.038961038961,0.30140285080415197,2.1904566931730285,0.03296272842604439,0.00017500000000000003,188.35844814882506,0.005309026538644466
split,1,20,0.9456330036040181,0.9294397296769472,0.16004452344610934,567.4596273291926,0.18485651418450288,1.7330021670665263,0.030763614864268884,0.00017500000000000003,175.79208493867932,0.0056885382544317915
split,1,21,0.9466133051423393,0.9332010648776361,0.14837586566726707,558.8192252510761,0.24965657299617305,1.9836329833253075,0.03314816022400358,0.00017500000000000003,189.41805842287758,0.005279327685681851
split,1,22,0.9505465107391271,0.940223809760288,0.13844624833952965,565.641137353818,0.22732189355883747,1.8810247616924203,0.030096658459552682,0.00017500000000000003,171.98090548315815,0.005814598993944293
split,1,23,0.9459789409430795,0.9311867602178341,0.15135760113573574,564.6502365328857,0.27736203288077377,2.099879712021946,0.031469971268256305,0.00017500000000000003,179.82840724717886,0.005560856681700315
split,1,24,0.9471210340775558,0.931570943038039,0.15342003291869757,579.7074030552292,0.21829431966762058,1.875462918035882,0.030965778794226444,0.00017500000000000003,176.94730739557966,0.005651399926444889
split,1,25,0.9430307633877706,0.9287654763533965,0.15870747002987023,562.1241929358147,0.2357629963371437,1.9323479569073134,0.029952011148379365,0.00017500000000000003,171.15434941931062,0.005842679449238549
